목록키,기관구분,기관명,목록유형,목록명,목록설명,조회수,분류체계,기관코드,국가중점여부,표준데이터여부,목록 등록일,목록 수정일,목록 URL,다운로드_활용건수,키워드
15090048,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_채용정보,"해당 데이터는 한국사학진흥재단의  신규 및 경력 채용에 관한 정보로써, 채용공고별 선발 예정 인원과 채용구분, 직렬에 대한 정보를 제공합니다.",918,일반공공행정 - 일반행정,B340004,N,N,2021-09-27,2023-09-11,https://www.data.go.kr/data/15090048/fileData.do,289,"채용형태,직종,직렬"
15121101,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_고등교육재정지원 재정통계지표,조사 기준이 되는 중앙정부 및 지방자치단체(교육청 포함) 고등교육 재정지원 조사 대상 대학 정보입니다.(※ 대학알리미 공시 기준),170,교육 - 고등교육,B340004,N,N,2023-08-29,2023-09-08,https://www.data.go.kr/data/15121101/fileData.do,47,"재정지원,재정통계지표,재정지원 대학교 정보"
15120465,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_경영정보시스템 계정과목,"한국사학진흥재단 경영정보시스템 계정과목 정보(계정과목코드, 상위계정과목, 계정과목레벨, 한글계정과목명, 대표계정과목명, 한글약어명, 사용여부, 전표기표여부, 재단사용여부 등)을 보유",101,교육 - 고등교육,B340004,N,N,2023-08-25,2023-09-05,https://www.data.go.kr/data/15120465/fileData.do,107,"계정과목코드,한글계정과목명,사용여부"
15120083,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_대학재정정보시스템 문서정보,"한국사학진흥재단 대학재정정보시스템 문서정보(문서명, 문서정렬번호, 사용유무, 입력일시, 최종변경일시)를 보유한 파일데이터",83,교육 - 고등교육,B340004,N,N,2023-08-24,2023-09-04,https://www.data.go.kr/data/15120083/fileData.do,52,"문서명,사용유무,입력일시"
15120474,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_경영정보시스템 금융기관,"한국사학진흥재단 경영정보시스템 내 금융기관 정보(금융기관명, 지점명, 우편번호, 금융기관 주소, 수납대리점여부)를 제공",81,교육 - 고등교육,B340004,N,N,2023-08-25,2023-09-01,https://www.data.go.kr/data/15120474/fileData.do,23,"금융기관명,지점명,수납대리점여부"
15121014,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_경영정보시스템 메뉴정보,"한국사학진흥재단 경영정보시스템 메뉴 정보(메뉴 아이디, 메뉴 레벨, 상위 메뉴 아이디, 메뉴명, 메뉴 순서, 사용여부, 등록일)에 대한 데이터입니다.",46,일반공공행정 - 일반행정,B340004,N,N,2023-08-29,2023-08-29,https://www.data.go.kr/data/15121014/fileData.do,34,"메뉴 아이디,메뉴명,사용여부"
15121200,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_대학재정회계센터 라이선스 이미지,"대학재정회계센터 라이선스 이미지 정보(이미지 고유번호, 라이선스 고유번호, 원본이미지명, 저장이미지명, 용량, 등록일, 삭제여부)에 대한 데이터",43,교육 - 교육일반,B340004,N,N,2023-08-29,2023-08-29,https://www.data.go.kr/data/15121200/fileData.do,21,"이미지 고유번호,라이선스 고유번호,삭제여부"
15121202,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_대학재정회계센터 라이선스파일,"대학재정회계센터 라이선스파일 정보(첨부파일 고유번호, 라이선스고유번호, 원본파일명, 저장파일명, 용량, 등록일, 삭제여부, 다운로드수)",48,교육 - 교육일반,B340004,N,N,2023-08-29,2023-08-29,https://www.data.go.kr/data/15121202/fileData.do,23,"첨부파일,등록일,다운로드수"
15120309,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_고등교육재정지원 학교정보,"고등교육재정지원 정보(학교한글명, 학교영문명, 학교소재지주소, 학교설립일, 학교법인명, 학교법인설립일, 학교홈페이지, 캠퍼스명, 재학생수, 석사과정, 박사과정, 석박사통합수, 공시여부)를 포함함",88,교육 - 고등교육,B340004,N,N,2023-08-24,2023-08-29,https://www.data.go.kr/data/15120309/fileData.do,31,"학교한글명,학교영문명,학교소재지주소"
15033862,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_사학진흥기금 융자사업 지원 현황,"한국사학진흥재단의 사업 중 하나인 ""사립학교 교육환경개선 자금 융자사업""의 융자 지원 실적을 나타낸 데이터로, 융자사업 신청·배정·지급 현황을 매년 공개합니다.<br/>※ 배정연도 2022년을 기준으로 작성하였으므로, 정기신청과 추가신청(1,2차) 내역을 포함하며 정기배정(본배정)과 예비배정 내역을 포함합니다.",2136,교육 - 고등교육,B340004,N,N,2020-02-26,2023-08-29,https://www.data.go.kr/data/15033862/fileData.do,1179,"교육시설,교육환경개선,융자현황"
15120371,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_고등교육재정지원 게시판정보,"한국사학진흥재단 고등교육재정지원 게시판 정보(게시판명, 게시글 번호, 패스워드 사용여부, 제목, 조회수)의 정보를 제공",59,교육 - 고등교육,B340004,N,N,2023-08-25,2023-08-25,https://www.data.go.kr/data/15120371/fileData.do,34,"게시판명,제목,조회수"
15120388,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_대학재정알리미 교육환경 재정통계지표,2022년도 기준 대학 및 전문 대학 교육 환경(교육용토지·교육용건물 확보율 및 기숙사 현황) 재정 정보 테이블입니다.,170,교육 - 고등교육,B340004,N,N,2023-08-25,2023-08-25,https://www.data.go.kr/data/15120388/fileData.do,117,"교육환경지표,교육여건 재정통계지표,교육환경"
15120447,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_고등교육재정지원 사업별 사업지원대상정보,중앙 정부 및 지방자치단체(교육청 포함)에서 대학에 지원하는 사업 목록 및 사업별 사업 지원 대상 기관 정보 테이블입니다.,132,교육 - 고등교육,B340004,N,N,2023-08-25,2023-08-25,https://www.data.go.kr/data/15120447/fileData.do,175,"고등교육재정지원,고등교육 재정지원 사업지원대상,고등교육 재정지원 사업별 사업지원대상"
15119877,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_대학재정회계센터 배너존 게시글 관리,"대학재정회계센터 메인 페이지 배너존에 등록되는 게시글 목록 데이터입니다. 제목, 연결 URL, 등록 날짜 등의 정보를 포함되어 있습니다.",112,교육 - 교육일반,B340004,N,N,2023-08-23,2023-08-25,https://www.data.go.kr/data/15119877/fileData.do,26,"제목,연결 링크여부,등록 날짜"
15120007,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_대학재정알리미 교사확보율,2022년도 국·공·사립대학(전문대학 포함) 교사(교육용 건물) 확보율 테이블입니다. 교사 기준면적 대비 보유면적 비율에 해당하는 값으로 산출된 확보율입니다.,130,교육 - 고등교육,B340004,N,N,2023-08-24,2023-08-24,https://www.data.go.kr/data/15120007/fileData.do,29,"교사확보율,대학 교육용건물,교육용 건물 확보 현황"
15120008,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_대학재정알리미 교지확보율,2022년도 국·공·사립대학(전문대학 포함) 교지(교육용 토지)확보율 테이블입니다. 교지 기준면적 대비 보유면적 비율을 나타낸 데이터입니다.,135,교육 - 고등교육,B340004,N,N,2023-08-24,2023-08-24,https://www.data.go.kr/data/15120008/fileData.do,45,"교지 확보율,교육용 토지 확보율,대학 교육용 토지"
15120010,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_대학재정알리미 교지·교사 확보율,2022년 국·공·사립대학(전문대학 포함) 교지·교사 확보율 테이블입니다. 499개교의 기준면적 대비 교육용 토지·교육용 건물 보유면적 비율을 알 수 있는 테이블입니다.,75,교육 - 고등교육,B340004,N,N,2023-08-24,2023-08-24,https://www.data.go.kr/data/15120010/fileData.do,30,"교지교사 확보율,교육용토지 확보율,교육용건물 확보율"
15120015,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_대학재정알리미 국·공·사립대학 교육용 토지 현황,2022년 국·공·사립대학(전문대학 포함)의 교육용 토지 세부 현황 테이블입니다. 해당 보유면적은 각 대학의 교지 확보율 산출 시 활용됩니다.,107,교육 - 고등교육,B340004,N,N,2023-08-24,2023-08-24,https://www.data.go.kr/data/15120015/fileData.do,31,"대학 교육용토지 현황,대학 교지 현황,교육용토지"
15120016,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_대학재정알리미 국·공·사립대학 교육용 건물 현황,2022년 국·공·사립대학(전문대학 포함) 교육용 건물 세부 현황입니다. 해당 데이터는 대학 교사 확보율 산출 시 활용됩니다.,139,교육 - 고등교육,B340004,N,N,2023-08-24,2023-08-24,https://www.data.go.kr/data/15120016/fileData.do,47,"대학 교육용 건물 현황,대학 교사 보유 현황,교사 보유 현황"
15120028,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_대학재정회계센터 팝업존 게시물 목록,"한국사학진흥재단 대학재정회계센터 팝업존 게시글 등록 목록입니다. 게시글 제목, 링크연결 여부, 링크 주소, 등록 날짜와 종료 날짜가 정보가 있습니다.",44,교육 - 고등교육,B340004,N,N,2023-08-24,2023-08-24,https://www.data.go.kr/data/15120028/fileData.do,20,"게시글 제목,링크연결 여부,링크 주소"
15120046,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_대학재정회계센터 카테고리 정보,"한국사학진흥재단 대학재정회계센터에서 제공하는 카테고리 정보(카테고리 키, 상위 카테고리 키, 조회여부, 사용여부)",126,교육 - 고등교육,B340004,N,N,2023-08-24,2023-08-24,https://www.data.go.kr/data/15120046/fileData.do,23,"카테고리 키,카테고리 명,조회여부"
15120090,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_대학재정정보시스템 명세서계정과목,"한국사학진흥재단 대학재정정보시스템 명세서계정과목 정보(계정과목코드, 계정과목명, 상위 계정과목코드, 사용유무, 입력일시, 최종변경일시)를 포함한 파일데이터",118,교육 - 고등교육,B340004,N,N,2023-08-24,2023-08-24,https://www.data.go.kr/data/15120090/fileData.do,29,"계정과목코드,계정과목명,사용유무"
15120211,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_대학재정정보시스템 환율관리목록,"한국사학진흥재단 대학재정정보시스템 환율관리목록(고시기준일, 국가 , 학교/교육원 구분, 미화환산율, 매매기준율, 입력일시, 최종변경일시) 정보",140,교육 - 고등교육,B340004,N,N,2023-08-24,2023-08-24,https://www.data.go.kr/data/15120211/fileData.do,32,"국가코드,미화환산율,매매기준율"
15119866,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_대학재정회계센터 게시판 내용,"대학재정회계센터 내 게시판(온라인 상담 / FAQ / 자료실 등)에 등록된 게시판 내용입니다. 작성연도, 제목, 조회수, 작성일자 정보가 저장되어있습니다.",56,교육 - 교육일반,B340004,N,N,2023-08-23,2023-08-23,https://www.data.go.kr/data/15119866/fileData.do,20,"작성연도,제목,조회수"
15119873,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_대학재정회계센터 외부기관 링크,"대학재정회계센터에서 제공하는 외부기관 링크로 링크주소, 사이트명, 로그인 필수여부에 대한  정보가 등록되어 있습니다.",64,교육 - 교육일반,B340004,N,N,2023-08-23,2023-08-23,https://www.data.go.kr/data/15119873/fileData.do,19,"링크 주소,사이트명,로그인 필수여부"
15061138,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_설문조사_기본정보,"재단 대표 홈페이지에서 실시한 설문조사 항목으로 조사 유형, 설문조사 제목, 조사 등록일, 조사 종료일 등 정보를 보유함",2028,교육 - 교육일반,B340004,N,N,2020-06-26,2023-08-23,https://www.data.go.kr/data/15061138/fileData.do,1109,"유형,제목,등록일"
15042298,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_홈페이지_관리_추천사이트,"홈페이지에서 제공하는 추천사이트에 URL정보를 제공합니다.(시도교육청, 유관기관, 해외대학교, 해외정부기관, 해외교육부 )",2125,교육 - 교육일반,B340004,N,N,2019-12-26,2023-08-21,https://www.data.go.kr/data/15042298/fileData.do,452,"홈페이지구분,사이트명,접속주소"
15033863,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_행복기숙사 사업 지원현황,"해당 파일은 연도별 건설된 행복기숙사의 사업장별 수용인원, 총사업비, 연면적 현황, 재원에 대한 정보를 담고 있는 데이터입니다.",2225,교육 - 고등교육,B340004,N,N,2020-02-25,2023-08-14,https://www.data.go.kr/data/15033863/fileData.do,632,"기숙사,주거여건,대학생"
15042275,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_홈페이지_관리메뉴_부서등록,"홈페이지에 재단소개 메뉴에 공개되는 각 부서별 부서명, 주요업무 등 홈페이지에 나타내는 한국사학진흥재단의 부서를 안내합니다.",2160,교육 - 교육일반,B340004,N,N,2019-12-24,2023-08-07,https://www.data.go.kr/data/15042275/fileData.do,1647,"관련정보,관리메뉴,부서등록"
15042288,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_홈페이지_관리_페이지관리,"재단의 페이지관리(페이지 URL, 전화번호, 작성ID, 작성자이름, 페이지 정렬 등)에 대한 DB데이터 입니다.",2073,교육 - 교육일반,B340004,N,N,2019-12-26,2023-07-25,https://www.data.go.kr/data/15042288/fileData.do,668,"페이지URL,부서,전화번호"
15042296,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_홈페이지_관리_수발신,"재단 홈페이지 수발신 대상자 관련(그룹아이디, 그룹명, 대상자명수, 그룹설명,  공유종류코드 등) DB데이터 입니다.",1808,교육 - 교육일반,B340004,N,N,2019-12-26,2023-07-24,https://www.data.go.kr/data/15042296/fileData.do,548,"고객만족도조사,감사협의회,수발신목록"
15042293,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_홈페이지_관리_트리관리,"재단이 홈페이지 관리에 필요한 트리관련(트리코드, 트리설명, 등록일, 수정일, 트리레벨 등) DB데이터 자료입니다.",1992,교육 - 교육일반,B340004,N,N,2019-12-26,2023-07-21,https://www.data.go.kr/data/15042293/fileData.do,550,"트리코드,트리이름,트리설명"
15042704,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_홈페이지_관리_그룹도메인 관리,"해당 데이터는 한국사학진흥재단의 홈페이지 관리 그룹의 도메인 관리메뉴(코드그룹아이디, 코드명, 코드설명, 사용여부 등)입니다.",1916,교육 - 교육일반,B340004,N,N,2020-01-30,2023-07-20,https://www.data.go.kr/data/15042704/fileData.do,1582,"코드명,코드설명,사용여부"
15042295,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_홈페지이_공지사항,"재단 홈페이지에 게시되는 공지사항을 관리하고자 관리하는(제목, 공지시작일, 공지 수정 종료일, 작성자 등) DB 입니다.",1755,교육 - 교육일반,B340004,N,N,2019-12-26,2023-07-20,https://www.data.go.kr/data/15042295/fileData.do,578,"등록일 ,종료일,제목"
15042274,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_홈페이지_우편번호,"한국사학진흥재단 채용진행시 지원자가 입력하는 우편번호 데이터로 구우편번호, 시도, 구군, 동, 번지 정보를 제공합니다.",2206,일반공공행정 - 일반행정,B340004,N,N,2019-12-24,2023-07-20,https://www.data.go.kr/data/15042274/fileData.do,546,"시도,채용공고,구군"
15042289,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_홈페이지_관리_뉴스레터 관리메뉴,"재단에서 발행하고 있는 뉴스레터에 대한 데이터로 기사번호, 기사이름, 기사내용요약본, 이미지파일명 등에 대한 정보를 제공합니다.",2119,교육 - 교육일반,B340004,N,N,2019-12-26,2023-07-17,https://www.data.go.kr/data/15042289/fileData.do,790,"뉴스레터,발행날짜,발행이름"
15042297,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_홈페이지_관리_메시지,"외부인에게 메시지를 발송하는 메뉴에 관한 DB(메시지 아이디, 메시지이름, 메일제목, 응답일 등)데이터 자료입니다.",2221,교육 - 교육일반,B340004,N,N,2019-12-26,2023-07-17,https://www.data.go.kr/data/15042297/fileData.do,599,"메시지발송,발송대상,메시지설명"
15042273,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_홈페이지_메뉴_관리메뉴,"한국사학진흥재단의 홈페이지 메뉴의 부서에 관한 정보(부서코드, 부서이름, 등록일, 순번)를 공개하는 자료입니다.",2180,교육 - 교육일반,B340004,N,N,2019-12-24,2023-07-17,https://www.data.go.kr/data/15042273/fileData.do,563,"부서정보,메뉴,관리메뉴"
15067886,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_고등교육재정지원정보시스템_메뉴명 및 메뉴기능 관리 코드,"고등교육재정지원정보시스템 메뉴명 및 메뉴기능 관리 코드 값으로써 통계구분, 컬럼명, 컬럼값의 데이터 파일입니다.",1979,교육 - 고등교육,B340004,N,N,2020-09-28,2023-07-14,https://www.data.go.kr/data/15067886/fileData.do,632,"통계구분,컬럼값,SQL"
15042685,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_연수사업_기타관리_고객관리,"한국사학진흥재단에서 수행한 해당 연수 교재신청 및 강의 후기, 학교 주소 등 관리 데이터 항목을 제공하고자 생성된 자료입니다.",1953,교육 - 고등교육,B340004,N,N,2020-01-29,2023-07-14,https://www.data.go.kr/data/15042685/fileData.do,620,"연수후기,학교주소,등록날짜"
15042286,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_연수사업_연수관리_연수정보,"연수번호, 호텔순번, 객실번호, 남녀구분 등 연수에 참가했던 인원의 숙박에 대한 정보 항목을 제공하기 위한 데이터 자료입니다.",2038,교육 - 고등교육,B340004,N,N,2019-12-26,2023-07-14,https://www.data.go.kr/data/15042286/fileData.do,477,"연수번호,호텔정보,남녀성비"
15086065,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_대학재정회계센터_시스템관리용데이터,"한국사학진흥재단 대학재정회계센터의 고객 대상으로 한 우편 발송 정보로 수신지의 시도, 시군구, 읍면, 리명을에 대한 데이터입니다.",1072,일반공공행정 - 일반행정,B340004,N,N,2021-08-13,2023-07-13,https://www.data.go.kr/data/15086065/fileData.do,1789,"우편목록,우편발송지,지역명"
15116560,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_최근 5개년도 사립대학 및 국공사립대학 산학협력단 예산DB,"2019~2023회계연도 사립대학 (전문, 원격 포함) 법인일반, 교비회계 자금예산서 및 국, 공, 사립대학 산학협력단 현금예산서 로우 데이터입니다.",203,교육 - 고등교육,B340004,N,N,2023-07-12,2023-07-12,https://www.data.go.kr/data/15116560/fileData.do,74,"사립대학 예산,산학협력단 예산,국립대학 예산"
15112169,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_연도별 폐교대학 증명서 발급 현황,해당 데이터는 기준일까지 연도별 폐교대학  학사·인사 증명서의 발급 건수 및 인원수를 종합적으로 보여주는 데이터입니다.,200,교육 - 고등교육,B340004,N,N,2023-01-27,2023-02-20,https://www.data.go.kr/data/15112169/fileData.do,49,"폐교대학,증명서,발급"
15112170,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_폐교 및 법인 해산 현황,"해당 데이터는 대학구분, 학교명(법인명), 폐교년도, 법인해산/파산/존속 여부, 폐교지역(본교기준) 등을 통해 기준일까지 폐교된 대학교 및 법인의 해산 현황을 나타내는 데이터입니다.",307,교육 - 고등교육,B340004,N,N,2023-01-27,2023-02-20,https://www.data.go.kr/data/15112170/fileData.do,97,"폐교대학,해산,법인"
15112171,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_폐교대학 발급 증명서 종류,해당 데이터는 한국사학진흥재단을 통해 발급받을 수 있는 폐교대학 학사·인사 증명서의 종류를 보여주는 데이터입니다.,348,교육 - 고등교육,B340004,N,N,2023-01-27,2023-02-20,https://www.data.go.kr/data/15112171/fileData.do,52,"폐교,증명서,발급"
15112172,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_폐교대학 학생 및 교직원 DB 이관 현황,"해당 데이터는 대학구분, 학교명(법인명), 학생DB, 교직원DB 등을 통해 폐교대학 학생 및 교직원 DB에 대한 이관현황을 나타내는 데이터입니다.",187,교육 - 고등교육,B340004,N,N,2023-01-27,2023-02-20,https://www.data.go.kr/data/15112172/fileData.do,57,"폐교,DB,이관"
15042703,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_홈페이지_관리_도서구매,"해당 데이터는 한국사학진행재단에서 판매하였던 도서들의 구매자에 대한 정보(소속, 가격, 신청일자 등)입니다.",2001,교육 - 교육일반,B340004,N,N,2020-01-30,2022-10-20,https://www.data.go.kr/data/15042703/fileData.do,482,"도서발송,도서번호,책제목"
15033864,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_행복기숙사 운영현황,"해당 데이터는 행복기숙사 기숙사명, 사업장별 수용인원, 인실(1인실, 2인실, 3인실, 4인실)별 기숙사비 현황을 보여주는 데이터입니다",2708,교육 - 고등교육,B340004,N,N,2019-05-23,2022-10-19,https://www.data.go.kr/data/15033864/fileData.do,894,"행복기숙사,지원자,기숙사비"
15042305,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_융자 one_stop시스템_관리코드,One-Stop융자시스템에서 융자신청교에 대한 심사진행시 시스템이 참고하는 관리코드를 제공하는 DB로써<br/>현재는 폐기된 시스템의 시스템 코드 데이터로 신규데이터가 발생하지 않음,1972,교육 - 고등교육,B340004,N,N,2019-12-26,2022-09-06,https://www.data.go.kr/data/15042305/fileData.do,468,"배정년도,학교급코드,사업구분코드"
15042306,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_융자 one_stop 시스템_신청_신청접수관리,"융자금 신청안내 및 접수등록관련 DB(배정년도, 쿼리, 항목명, 사용여부 등)<br/>로 현재는 차세대 시스템이 개발완료 되어 본 시스템은 더이상 신규 데이터가 생성되지 않고 있음",1879,교육 - 고등교육,B340004,N,N,2019-12-26,2022-09-06,https://www.data.go.kr/data/15042306/fileData.do,772,"항목명,쿼리,학교급코드"
15042307,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_융자 one_stop시스템_심사,"융자신청교 심사에 관한 데이터(계정항목관리코드, 계정명, 재정계정항목구분코드명, 등록일자 등)를 제공하였으나<br/>현재는 차세대 시스템이 개발완료 되어 본 시스템은 더이상 신규 데이터가 생성되지 않고 있음",1919,교육 - 고등교육,B340004,N,N,2019-12-26,2022-09-06,https://www.data.go.kr/data/15042307/fileData.do,798,"계정항목관리코드,재정회계구분,계정코드"
15042308,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_융자 one-stop 시스템_사용자 메뉴 구성,"융자 one-stop 시스템 사용자 메뉴 구성을 위한 데이터(화면ID, 컬럼ID, 컬럼명, 등록자ID 등)를 제공하였으나<br/>현재는 차세대 시스템이 개발완료 되어 본 시스템은 더이상 신규 데이터가 생성되지 않고 있음",1874,교육 - 고등교육,B340004,N,N,2019-12-26,2022-08-30,https://www.data.go.kr/data/15042308/fileData.do,455,"화면ID,컬럼ID,등록일"
15086002,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_대학재정회계센터_구매정보,대학재정회계센터를 통해 이를 활용하는 회원에 대한 데이터로 상품을 구매하거나 마일리지 적립을 한 내역을 표기한 정보입니다,924,일반공공행정 - 일반행정,B340004,N,N,2021-08-12,2022-08-22,https://www.data.go.kr/data/15086002/fileData.do,123,"상품고유번호,상품이력고유번호,마일리지"
15086003,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_대학재정회계센터_상품정보,"한국사학진흥재단에서 운영하고 있는 대학재정회계센터 DB와 연동된 시스템의 상품정보, 상품이미지 등에 대한 데이터입니다.",907,일반공공행정 - 일반행정,B340004,N,N,2021-08-12,2022-08-22,https://www.data.go.kr/data/15086003/fileData.do,123,"연동 시스템,상품정보,상품이미지"
15042302,소속단체,한국사학진흥재단,FILE,한국사학진흥재단_융자 one-stop시스템_통계_융자금 집행,"연도별, 지역별, 학교급별 융자금 배정/지급/사후관리에 대한 통계자료 생성 데이터 관련 제공하고자 생선된 파일입니다.",2140,교육 - 고등교육,B340004,N,N,2019-12-26,2021-12-31,https://www.data.go.kr/data/15042302/fileData.do,837,"시설별 융자,지급액,사업수"
15116988,소속단체,한국장학재단,FILE,한국장학재단_학자금지원정보(고등학생),"한국장학재단, 전국 지자체, 민간장학재단 등에서 고등학생을 대상으로 지원하는 학자금 정보(운영기관, 상품명, 상품구분, 학자금 지원 유형, 신청대상, 신청기간, 지원금액, 지원인원 등)입니다.<br/>학자금 지원정보(고등학생)에 관한 자세한 정보는 재단 홈페이지(https://portal.kosaf.go.kr/CO/jspAction.do?forwardOnlyFlag=N&forwardPage=pt/sm/cstmdsgngoods/PTSMCstmDsgnGoods_11M&beanName=PTSMCstmDsgnHgscGoodsSVC&methodName=getItgnSrchCstmDsgnGoodsList&inputVOName=kr.go.kosaf.portal.pt.sm.cstmdsgnhgscgoods.svc.PTSMCstmDsgnHgscGoodsSVO&ignoreSession=Y&no=1&lgclMenuClssCd=ss02&smclMenuClssCd=ss0205&naviParam=MK,01,01,05)를 참고바랍니다.",301,교육 - 유아및초·중등교육,B552529,N,N,2023-07-21,2024-03-26,https://www.data.go.kr/data/15116988/fileData.do,123,"장학금,학자금지원,스마트맞춤설계"
15113944,소속단체,한국장학재단,FILE,한국장학재단_이공계 대학원생 지원 장학금 사업 개발 연구,우수 과학인재 양성을 위해 이공계 대학원생에 대한 적극적인 지원을 유도하는 이공계 대학원생 지원 장학금 사업 개발 연구입니다.,204,교육 - 고등교육,B552529,N,N,2023-05-23,2024-03-26,https://www.data.go.kr/data/15113944/fileData.do,56,"이공계,대학원,장학금"
15101507,소속단체,한국장학재단,FILE,한국장학재단_대학생 연합생활관(고양) 주거장학금 지원 현황,"교육부 산하 한국장학재단에서 운영하는 대학생 연합생활관(은행권, 고양) 입주 대학생의 주거부담 완화를 위하여 대학 또는 지자체에서 생활관비의 일부를 지원하는 주거장학금 지원 사업 현황 자료<br/> * 대학생 연합생활관에 관한 자세한 내용은 재단 홈페이지(https://www.kosaf.go.kr/ko/domitory.do?pg=PTHB_Domitory_03_01)를 참고하여 주시기 바랍니다.",1597,교육 - 고등교육,B552529,N,N,2022-06-22,2024-03-26,https://www.data.go.kr/data/15101507/fileData.do,646,"연합생활관,주거장학금,업무협약"
15099444,소속단체,한국장학재단,FILE,한국장학재단_기부자 혜택,"특례기부금단체 한국장학재단의 기부자(개인, 법인)의 혜택 및 예우에 대한 안내<br/>개인 기부자는 기부금의 100%가 공제되며 법인은 50% 공제됩니다.<br/>기부금액에 따라 한국장학재단 누리집 명예의 전당에 올라갑니다.",996,사회복지 - 취약계층지원,B552529,N,N,2022-03-18,2024-03-26,https://www.data.go.kr/data/15099444/fileData.do,919,"장학금,기부금,기부자 예우"
15093422,소속단체,한국장학재단,FILE,한국장학재단_중복지원방지 용어집,"중복지원방지(한 학생이 동일학기에 교육부장관과 한국장학재단이 지원하는 장학금 또는 학자금 대출을 포함한 학자금 지원금액 합계가 해당 학기 등록금 범위를 초과하는 경우를 방지)에 관한 용어, 용례",743,교육 - 고등교육,B552529,N,N,2021-10-25,2024-03-26,https://www.data.go.kr/data/15093422/fileData.do,163,"중복지원,이중지원,학자금"
15083931,소속단체,한국장학재단,FILE,한국장학재단_내규현황,"한국장학재단에서 당해연도에 시행중인 내규 목록으로 한국장학재단 정관을 포함한 전체내규의 제목, 분류기준, 소관부서가 포함됨",1316,일반공공행정 - 법제,B552529,N,N,2021-06-17,2024-03-26,https://www.data.go.kr/data/15083931/fileData.do,267,"내규,목록,기관내규"
15080438,소속단체,한국장학재단,FILE,한국장학재단_기부절차,"한국장학재단에서 기부금 재원으로 운영하는 푸른등대 기부장학사업의 기부 절차(온라인기부, 전화약정 기부금 입금계좌 등)를 안내합니다.",2096,교육 - 고등교육,B552529,N,N,2021-04-12,2024-03-26,https://www.data.go.kr/data/15080438/fileData.do,806,"장학금,저소득층,대학생"
